CUST_ID|NO_OF_CARDS_PURCHASES|NO_OF_CREDIT_CARDS_TRANSACTIONS|NO_OF_DEBIT_CARDS_TRANSACTIONS|NO_OF_TELLER_TRANSACTIONS|NO_OF_ATM_TRANSACTIONS|NO_OF_INTERNATIONAL_CARDS_TRANSACTIONS|NO_OF_INTERNATIONAL_ATM_TRANSACTIONS|NO_OF_E_TRANSACTIONS|VALUE_OF_CARDS_PURCHASES|VALUE_OF_CREDIT_CARDS_TRANSACTIONS|VALUE_OF_DEBIT_CARDS_TRANSACTIONS|VALUE_OF_INTERNATIONAL_CARDS_TRANSACTIONS|VALUE_OF_INTERNATIONAL_ATM_TRANSACTIONS
292254|34|37|0|146|52|5|0|5|1703.650000|2149.270000|0.000000|429.790000|0.000000
292269|102|41|61|45|34|1|0|1218|3198.100000|1355.960000|1842.140000|34.490000|0.000000
292281|36|12|27|31|30|28|0|8403|1642.780000|211.990000|1540.790000|330.220000|0.000000
292298|72|74|39|58|35|50|30|0|1584.740000|1787.580000|752.870000|883.880000|764.310000
292328||||7|0|0|0|0||||0.000000|0.000000
292345|17|0|17|33|61|0|0|12|1098.470000|0.000000|1098.470000|0.000000|0.000000
292368|74|66|21|27|137|20|0|5|2044.450000|1740.550000|609.780000|769.480000|0.000000
292381|5|0|6|2|0|0|0|0|88.010000|0.000000|89.360000|0.000000|0.000000
292400|34|34|0|25|0|0|0|5|2123.790000|2123.790000|0.000000|0.000000|0.000000
292420|3|5|0|82|11|1|0|0|152.570000|253.240000|0.000000|120.290000|0.000000
292435|10|0|10|2|50|0|0|4|270.530000|0.000000|270.530000|0.000000|0.000000
292451|9|0|10|23|13|0|0|0|204.260000|0.000000|214.260000|0.000000|0.000000
292470|6|0|6|23|55|0|0|0|573.550000|0.000000|573.550000|0.000000|0.000000
292483||||2|0|0|0|0||||0.000000|0.000000
292500|56|56|0|81|0|0|0|20|2697.540000|2697.540000|0.000000|0.000000|0.000000
292522|11|14|1|99|24|2|0|0|442.210000|703.210000|9.000000|22.560000|0.000000
292538|30|0|30|7|28|0|0|0|673.150000|0.000000|673.150000|0.000000|0.000000
292563||||1|0|0|0|0||||0.000000|0.000000
292584||||2|0|0|0|0||||0.000000|0.000000
292596|8|8|0|26|2|0|0|0|142.810000|142.810000|0.000000|0.000000|0.000000
292612|3|0|3|48|44|0|0|0|31.490000|0.000000|31.490000|0.000000|0.000000
292630|24|25|0|4|0|5|0|0|1340.590000|1341.530000|0.000000|258.550000|0.000000
292647|33|0|33|18|12|0|0|0|335.190000|0.000000|335.190000|0.000000|0.000000
292665|4|0|4|77|6|0|0|192|165.220000|0.000000|165.220000|0.000000|0.000000
292679|5|0|5|91|19|0|0|0|130.770000|0.000000|130.770000|0.000000|0.000000
292695|17|0|17|17|13|0|0|9|472.200000|0.000000|472.200000|0.000000|0.000000
292712|22|0|22|72|39|0|0|0|625.810000|0.000000|625.810000|0.000000|0.000000
292727|4|0|4|81|69|2|0|0|542.760000|0.000000|542.760000|402.760000|0.000000
292755|68|58|10|19|4|0|0|0|3375.940000|3038.330000|337.610000|0.000000|0.000000
292768|26|26|0|23|2|0|0|0|2125.650000|2125.650000|0.000000|0.000000|0.000000
292792|4|4|0|102|9|0|0|0|231.100000|231.100000|0.000000|0.000000|0.000000
292813|67|67|0|66|14|13|0|157|2915.950000|2915.950000|0.000000|325.990000|0.000000
292825||||21|8|0|0|56||||0.000000|0.000000
292840|||||||||||||
292859|9|10|0|8|2|8|0|0|279.860000|319.860000|0.000000|258.860000|0.000000
292876|9|10|0|8|3|10|0|12|1059.850000|1261.480000|0.000000|1261.480000|0.000000
292893|18|0|18|15|22|1|0|74|946.390000|0.000000|946.390000|23.190000|0.000000
292910|11|0|12|11|55|0|0|31|396.000000|0.000000|466.000000|0.000000|0.000000
292927|26|26|0|114|96|0|0|4|1072.360000|1072.360000|0.000000|0.000000|0.000000
292944|58|58|0|20|25|6|0|335|2747.820000|2747.820000|0.000000|361.880000|0.000000
292956||||3|0|0|0|25||||0.000000|0.000000
292970|35|35|0|10|68|0|0|375|1350.110000|1350.110000|0.000000|0.000000|0.000000
292999||||4|0|0|0|3||||0.000000|0.000000
293018|86|86|0|26|34|2|0|148|3647.780000|3647.780000|0.000000|428.730000|0.000000
293036|22|0|22|43|56|0|0|0|525.250000|0.000000|525.250000|0.000000|0.000000
293056|||||||||||||
293072||||1|0|0|0|0||||0.000000|0.000000
293086||||22|0|0|0|0||||0.000000|0.000000
293103|19|19|0|11|6|0|0|0|994.140000|994.140000|0.000000|0.000000|0.000000
293114||||6|0|0|0|0||||0.000000|0.000000
293131|0|0|1|0|1|0|1|0|0.000000|0.000000|170.860000|0.000000|170.860000
293143|44|2|56|195|0|29|0|0|2927.280000|35.350000|3061.200000|2245.470000|0.000000
293161|38|0|38|20|74|0|0|6|1555.370000|0.000000|1555.370000|0.000000|0.000000
293176|3|0|3|126|79|0|0|3|185.500000|0.000000|185.500000|0.000000|0.000000
293191||||12|0|0|0|1||||0.000000|0.000000
293209|40|0|40|37|74|1|0|334|987.130000|0.000000|987.130000|11.230000|0.000000
293221|26|26|0|29|26|0|0|0|876.840000|876.840000|0.000000|0.000000|0.000000
293239|3|3|0|6|54|0|0|0|45.900000|45.900000|0.000000|0.000000|0.000000
293253|85|0|85|11|26|4|0|0|3060.710000|0.000000|3060.710000|153.130000|0.000000
293267|14|0|14|135|9|0|0|0|482.310000|0.000000|482.310000|0.000000|0.000000
293284||||1|0|0|0|0||||0.000000|0.000000
293301||||0|1|0|0|0||||0.000000|0.000000
293315|29|28|1|17|6|0|0|0|511.860000|489.340000|22.520000|0.000000|0.000000
293332|53|15|47|62|56|13|3|17|2000.580000|692.210000|1882.240000|723.130000|323.730000
293350|15|0|15|71|0|0|0|2|372.240000|0.000000|372.240000|0.000000|0.000000
293367|11|8|3|11|12|2|0|45|543.660000|436.950000|106.710000|47.040000|0.000000
293387||||14|0|0|0|0||||0.000000|0.000000
293406|50|50|1|6|28|0|0|57|1644.700000|1644.700000|40.000000|0.000000|0.000000
293419||||15|0|0|0|0||||0.000000|0.000000
293443|38|38|0|39|45|0|0|0|1601.660000|1601.660000|0.000000|0.000000|0.000000
293459|||||||||||||
293481|116|120|0|143|59|3|2|4|9160.680000|9663.750000|0.000000|2349.990000|239.070000
293499|40|0|40|9|22|0|0|0|1969.640000|0.000000|1969.640000|0.000000|0.000000
293517||||1|0|0|0|0||||0.000000|0.000000
293538|1|0|1|103|0|0|0|0|45.000000|0.000000|45.000000|0.000000|0.000000
293557|99|96|3|4|56|0|0|8008|2242.670000|2208.030000|34.640000|0.000000|0.000000
293572||||18|0|0|0|0||||0.000000|0.000000
293590|35|0|35|25|72|0|0|1|765.820000|0.000000|765.820000|0.000000|0.000000
293611|111|68|50|202|8|40|5|9|4143.390000|2944.210000|1764.790000|2080.010000|525.610000
293627||||5|0|0|0|0||||0.000000|0.000000
293642|2|2|0|31|1|0|0|0|146.500000|146.500000|0.000000|0.000000|0.000000
293662|30|0|30|51|65|7|0|14856|1188.100000|0.000000|1188.100000|116.880000|0.000000
293679||||15|0|0|0|2||||0.000000|0.000000
293691|6|6|0|4|0|1|0|0|360.240000|360.240000|0.000000|23.200000|0.000000
293706||||1|0|0|0|0||||0.000000|0.000000
293720|0|0|9|57|3|4|3|0|0.000000|0.000000|468.220000|108.340000|172.680000
293738|80|0|84|53|53|8|4|177|2940.160000|0.000000|3048.280000|272.380000|108.120000
293755||||4|125|0|0|0||||0.000000|0.000000
293771|142|142|0|25|0|0|0|22|3558.350000|3558.350000|0.000000|0.000000|0.000000
293785|16|0|16|13|19|0|0|8|461.230000|0.000000|461.230000|0.000000|0.000000
293800|||||||||||||
293818|45|4|41|14|24|2|0|108|1170.200000|294.510000|875.690000|39.210000|0.000000
293837|21|9|14|72|48|7|0|0|733.570000|406.680000|366.890000|219.280000|0.000000
293855||||4|0|0|0|0||||0.000000|0.000000
293869|59|0|59|27|28|0|0|0|1331.680000|0.000000|1331.680000|0.000000|0.000000
293881||||10|0|0|0|3||||0.000000|0.000000
293895|1|1|0|34|0|0|0|1|7.450000|7.450000|0.000000|0.000000|0.000000
293915|16|16|0|35|0|1|0|0|520.100000|520.100000|0.000000|17.210000|0.000000
293941|1|0|1|45|82|0|0|0|6.500000|0.000000|6.500000|0.000000|0.000000
293958|24|24|0|27|1|0|0|0|1087.330000|1087.330000|0.000000|0.000000|0.000000
293983|23|0|24|3|119|5|1|0|1079.650000|0.000000|1126.900000|95.360000|47.250000
293999|18|17|2|33|50|7|0|0|636.730000|618.730000|38.000000|254.760000|0.000000
294015||||14|1|0|0|0||||0.000000|0.000000
294032||||6|2|0|0|0||||0.000000|0.000000
294056|3|3|0|57|5|1|0|2|423.280000|423.280000|0.000000|244.280000|0.000000
294082|13|4|9|30|0|12|0|0|1087.200000|678.490000|408.710000|986.700000|0.000000
294106|||||||||||||
294124|13|15|0|22|3|0|2|0|444.100000|540.960000|0.000000|0.000000|96.860000
294150|23|23|0|5|0|1|0|0|895.530000|895.530000|0.000000|28.810000|0.000000
294167|42|0|42|30|6|0|0|0|3675.090000|0.000000|3675.090000|0.000000|0.000000
294183|18|18|0|1|0|0|0|0|177.570000|177.570000|0.000000|0.000000|0.000000
294200|32|19|13|57|41|7|0|2|1660.390000|1025.510000|634.880000|443.010000|0.000000
294220|11|12|0|166|39|1|0|10|500.200000|550.200000|0.000000|50.730000|0.000000
294242||||1|0|0|0|0||||0.000000|0.000000
294259||||1|0|0|0|0||||0.000000|0.000000
294278|85|79|14|12|68|0|0|0|2805.890000|2522.730000|643.160000|0.000000|0.000000
294300|10|12|0|52|24|1|1|0|720.200000|1099.760000|0.000000|147.850000|29.560000
294311|93|93|0|81|0|0|0|1|3210.660000|3210.660000|0.000000|0.000000|0.000000
294334|2|2|0|24|0|1|0|0|41.410000|41.410000|0.000000|29.470000|0.000000
294354|121|122|1|14|34|23|2|0|9505.510000|9574.680000|20.170000|1871.110000|89.340000
294379|20|0|20|75|46|0|0|20|622.630000|0.000000|622.630000|0.000000|0.000000
294398|12|0|12|2|32|0|0|0|881.560000|0.000000|881.560000|0.000000|0.000000
294414|47|47|0|4|37|0|0|262|984.260000|984.260000|0.000000|0.000000|0.000000
294428|43|43|0|83|13|1|0|0|1654.060000|1654.060000|0.000000|231.890000|0.000000
294441|91|91|0|14|15|0|0|258|3755.400000|3755.400000|0.000000|0.000000|0.000000
294454|18|0|18|20|17|0|0|0|265.850000|0.000000|265.850000|0.000000|0.000000
294469|0|0|5|8|37|0|0|1|0.000000|0.000000|460.000000|0.000000|0.000000
294486|31|34|0|23|49|1|0|0|1079.530000|1319.530000|0.000000|31.330000|0.000000
294503||||9|0|0|0|0||||0.000000|0.000000
294523||||26|0|0|0|0||||0.000000|0.000000
294539|3|0|3|72|0|2|0|2|46.300000|0.000000|46.300000|27.000000|0.000000
294560|49|53|0|22|28|1|0|0|1319.950000|1499.100000|0.000000|72.440000|0.000000
294576||||27|0|0|0|0||||0.000000|0.000000
294595|9|9|0|0|0|0|0|0|240.510000|240.510000|0.000000|0.000000|0.000000
294609|6|0|6|6|10|0|0|0|117.940000|0.000000|117.940000|0.000000|0.000000
294624|35|40|0|42|41|0|0|0|2379.750000|2759.750000|0.000000|0.000000|0.000000
294645|4|4|0|78|2|0|0|0|154.640000|154.640000|0.000000|0.000000|0.000000
294666||||16|0|0|0|0||||0.000000|0.000000
294682|26|7|19|36|50|0|0|0|1138.720000|316.850000|821.870000|0.000000|0.000000
294698|29|23|6|154|81|9|0|0|781.310000|628.200000|153.110000|320.020000|0.000000
294717||||1|0|0|0|0||||0.000000|0.000000
294733|11|11|0|211|0|0|0|0|3051.980000|3051.980000|0.000000|0.000000|0.000000
294751|1|1|0|0|0|0|0|0|15.900000|15.900000|0.000000|0.000000|0.000000
294777||||2|0|0|0|0||||0.000000|0.000000
294796|8|13|0|34|61|6|3|0|502.910000|786.360000|0.000000|353.160000|135.200000
294812|12|0|12|1|7|0|0|0|437.840000|0.000000|437.840000|0.000000|0.000000
294827|18|23|0|26|17|1|0|1|1323.710000|1533.710000|0.000000|113.420000|0.000000
294843|13|0|13|5267|44|3|0|0|283.650000|0.000000|283.650000|54.950000|0.000000
294861|18|0|25|0|77|0|1|5|593.490000|0.000000|997.600000|0.000000|24.110000
294882||||1|0|0|0|0||||0.000000|0.000000
294905|2|0|2|15|18|0|0|0|92.300000|0.000000|92.300000|0.000000|0.000000
294921|32|33|0|141|10|1|0|71|1716.370000|1737.880000|0.000000|190.920000|0.000000
294942|44|46|0|32|36|0|0|0|818.660000|908.660000|0.000000|0.000000|0.000000
294960||||111|0|0|0|0||||0.000000|0.000000
294982||||7|0|0|0|0||||0.000000|0.000000
295003|92|0|92|95|95|0|0|6|2894.570000|0.000000|2894.570000|0.000000|0.000000
295019||||21|0|0|0|0||||0.000000|0.000000
295042|26|27|0|39|73|0|0|0|1005.910000|1055.910000|0.000000|0.000000|0.000000
295058||||10|0|0|0|0||||0.000000|0.000000
295073|49|52|0|30|5|0|0|0|1422.040000|1991.890000|0.000000|0.000000|0.000000
295094|116|0|116|54|3|1|0|70|1683.140000|0.000000|1683.140000|12.650000|0.000000
295113||||2|0|0|0|0||||0.000000|0.000000
295132||||8|5|0|0|0||||0.000000|0.000000
295156||||0|31|0|0|0||||0.000000|0.000000
295178|18|19|0|151|15|1|0|0|843.660000|923.660000|0.000000|19.820000|0.000000
295201|27|19|10|17|62|0|0|2|1611.310000|1382.890000|318.420000|0.000000|0.000000
295219|32|0|33|2|19|0|0|0|1285.870000|0.000000|1327.080000|0.000000|0.000000
295234||||133|26|0|0|0||||0.000000|0.000000
295249|120|120|0|15|33|1|0|31|3444.260000|3444.260000|0.000000|394.580000|0.000000
295263||||4|0|0|0|0||||0.000000|0.000000
295284|2|0|2|216|28|0|0|0|147.620000|0.000000|147.620000|0.000000|0.000000
295301|23|0|23|52|17|0|0|0|1002.520000|0.000000|1002.520000|0.000000|0.000000
295320|128|128|0|171|13|1|0|8382|2625.550000|2625.550000|0.000000|32.510000|0.000000
295337|21|0|26|17|28|0|0|0|271.430000|0.000000|431.430000|0.000000|0.000000
295359|14|0|14|57|2|0|0|0|541.050000|0.000000|541.050000|0.000000|0.000000
295390||||56|12|0|0|0||||0.000000|0.000000
295411||||7|0|0|0|0||||0.000000|0.000000
295428||||12|0|0|0|0||||0.000000|0.000000
295442|27|0|27|18|6|0|0|0|849.170000|0.000000|849.170000|0.000000|0.000000
295466||||46|27|0|0|0||||0.000000|0.000000
295481|||||||||||||
295501|22|22|0|67|24|0|0|77|354.410000|354.410000|0.000000|0.000000|0.000000
295519|4|0|4|9|15|0|0|0|278.300000|0.000000|278.300000|0.000000|0.000000
295537||||1|0|0|0|0||||0.000000|0.000000
295560|||||||||||||
295577|17|0|17|2|0|0|0|0|460.910000|0.000000|460.910000|0.000000|0.000000
295600|||||||||||||
295615|40|0|41|5|32|0|0|1|2312.140000|0.000000|2362.140000|0.000000|0.000000
295639|64|64|0|15|56|0|0|0|1808.060000|1808.060000|0.000000|0.000000|0.000000
295663|3|3|0|5|0|0|0|0|109.000000|109.000000|0.000000|0.000000|0.000000
295677||||2|0|0|0|0||||0.000000|0.000000
295694|6|4|2|80|5|0|0|1|276.940000|141.940000|135.000000|0.000000|0.000000
295710||||0|16|0|0|0||||0.000000|0.000000
295731|14|14|0|22|0|4|0|0|508.380000|508.380000|0.000000|322.840000|0.000000
295748|60|0|60|70|58|0|0|0|2288.190000|0.000000|2288.190000|0.000000|0.000000
295769||||2|3|0|0|0||||0.000000|0.000000
295786|23|23|0|9|0|0|0|0|1170.610000|1170.610000|0.000000|0.000000|0.000000
295802|||||||||||||
295820|13|0|13|16|55|0|0|0|291.330000|0.000000|291.330000|0.000000|0.000000
295839|2|0|2|3|11|0|0|0|180.200000|0.000000|180.200000|0.000000|0.000000
295855|59|65|0|102|46|1|1|0|1660.080000|1966.110000|0.000000|21.930000|96.030000
295873|49|0|54|111|41|1|1|6|992.080000|0.000000|1346.380000|5.340000|11.940000
295890||||4|3|0|0|7687||||0.000000|0.000000
295907|46|46|0|152|0|8|0|0|908.280000|908.280000|0.000000|91.730000|0.000000
295929|23|0|23|3|14|0|0|0|168.010000|0.000000|168.010000|0.000000|0.000000
295945|78|81|0|47|15|0|0|0|2681.240000|2985.700000|0.000000|0.000000|0.000000
295963||||4|0|0|0|0||||0.000000|0.000000
295976||||2|0|0|0|0||||0.000000|0.000000
295992|29|0|40|20|14|20|9|2|2289.200000|0.000000|3044.940000|2253.870000|556.320000
296009|6|0|6|6|22|0|0|0|136.080000|0.000000|136.080000|0.000000|0.000000
296025|27|0|27|22|49|0|0|0|734.900000|0.000000|734.900000|0.000000|0.000000
296046|3|3|0|5|3|2|0|0|211.470000|211.470000|0.000000|190.470000|0.000000
296067|23|0|24|161|13|2|0|0|1372.420000|0.000000|1472.420000|135.570000|0.000000
296079|19|22|0|7|10|0|0|22|507.060000|937.060000|0.000000|0.000000|0.000000
296100||||13|0|0|0|0||||0.000000|0.000000
296115|2|0|2|100|4|0|0|0|136.250000|0.000000|136.250000|0.000000|0.000000
296129|60|59|2|92|30|2|1|160|2471.410000|2414.860000|64.890000|64.890000|8.340000
296147||||35|0|0|0|0||||0.000000|0.000000
296161|34|0|34|28|34|0|0|0|1248.190000|0.000000|1248.190000|0.000000|0.000000
296181|6|6|0|61|0|0|0|484|333.670000|333.670000|0.000000|0.000000|0.000000
296199||||8|0|0|0|0||||0.000000|0.000000
296222|9|9|0|44|3|0|0|3|243.160000|243.160000|0.000000|0.000000|0.000000
296239|116|0|116|5|58|1|0|0|2336.000000|0.000000|2336.000000|62.090000|0.000000
296257||||1|0|0|0|0||||0.000000|0.000000
296272|88|0|90|10|44|16|1|3|3077.590000|0.000000|3336.910000|273.510000|59.320000
296295||||65|87|0|0|0||||0.000000|0.000000
296308|2|0|2|22|6|0|0|0|21.700000|0.000000|21.700000|0.000000|0.000000
296328|6|6|0|7|0|6|0|6|225.470000|225.470000|0.000000|225.470000|0.000000
296343|71|0|71|119|41|0|0|20|1674.760000|0.000000|1674.760000|0.000000|0.000000
296354|38|43|0|48|41|1|0|0|660.420000|1003.120000|0.000000|92.700000|0.000000
296373|13|0|14|72|66|0|0|0|390.960000|0.000000|520.960000|0.000000|0.000000
296389|13|13|0|44|0|0|0|0|524.500000|524.500000|0.000000|0.000000|0.000000
296400|27|0|27|274|58|0|0|0|809.950000|0.000000|809.950000|0.000000|0.000000
296422|30|0|30|8|93|0|0|0|1499.890000|0.000000|1499.890000|0.000000|0.000000
296436|108|12|97|106|78|0|0|211|2347.580000|403.050000|1980.140000|0.000000|0.000000
296452|20|21|0|13|1|11|1|0|721.340000|745.070000|0.000000|378.400000|23.730000
296465|28|0|28|6|5|1|0|0|616.610000|0.000000|616.610000|46.240000|0.000000
296479|6|6|0|12|2|1|0|0|2357.000000|2357.000000|0.000000|28.150000|0.000000
296492||||12|0|0|0|0||||0.000000|0.000000
296508|||||||||||||
296525||||21|0|0|0|0||||0.000000|0.000000
296542|44|44|0|81|0|0|0|1|1523.910000|1523.910000|0.000000|0.000000|0.000000
296561|15|16|0|59|0|10|0|0|1981.860000|1987.570000|0.000000|953.570000|0.000000
296581|16|17|0|143|28|0|0|0|728.280000|768.280000|0.000000|0.000000|0.000000
296598||||71|0|0|0|0||||0.000000|0.000000
296616|4|0|4|5|9|0|0|0|445.500000|0.000000|445.500000|0.000000|0.000000
296637|1|1|0|14|10|0|0|0|15.000000|15.000000|0.000000|0.000000|0.000000
296657|94|94|0|25|2|0|0|359|3728.310000|3728.310000|0.000000|0.000000|0.000000
296674|25|0|26|29|36|1|0|1|793.730000|0.000000|833.730000|4.320000|0.000000
296694|113|113|0|40|0|0|0|10|3403.560000|3403.560000|0.000000|0.000000|0.000000
296712||||1|0|0|0|0||||0.000000|0.000000
296734|38|38|0|47|0|3|0|0|1327.080000|1327.080000|0.000000|106.300000|0.000000
296760|46|27|20|22|59|4|1|0|2261.260000|1605.240000|1015.300000|384.020000|359.280000
296775||||28|0|0|0|0||||0.000000|0.000000
296793||||9|0|0|0|0||||0.000000|0.000000
296809|35|0|35|4|78|0|0|0|1261.040000|0.000000|1261.040000|0.000000|0.000000
296825|20|20|0|11|0|0|0|0|320.330000|320.330000|0.000000|0.000000|0.000000
296845|16|16|0|42|10|0|0|0|435.790000|435.790000|0.000000|0.000000|0.000000
296861||||6|46|0|0|0||||0.000000|0.000000
296875||||44|0|0|0|0||||0.000000|0.000000
296887|8|0|8|1|0|4|0|0|141.460000|0.000000|141.460000|70.580000|0.000000
296901|3|0|3|0|3|0|0|0|153.520000|0.000000|153.520000|0.000000|0.000000
296920|17|17|0|34|0|9|0|0|1162.730000|1162.730000|0.000000|624.690000|0.000000
296938|13|0|32|20|83|0|0|0|371.120000|0.000000|1171.120000|0.000000|0.000000
296951|0|0|4|12|22|0|0|0|0.000000|0.000000|380.000000|0.000000|0.000000
296966|12|26|0|48|44|0|0|1|3143.200000|3945.050000|0.000000|0.000000|0.000000
296979|66|0|67|37|20|1|0|53|1585.030000|0.000000|1590.530000|37.640000|0.000000
296994|184|184|0|68|0|160|0|0|16632.980000|16632.980000|0.000000|16361.110000|0.000000
297016||||2|0|0|0|0||||0.000000|0.000000
297034|32|9|23|43|23|0|0|2|1100.460000|327.080000|773.380000|0.000000|0.000000
297048||||1|0|0|0|0||||0.000000|0.000000
297059|38|0|39|7|52|0|0|15813|764.640000|0.000000|774.640000|0.000000|0.000000
297071||||1|0|0|0|0||||0.000000|0.000000
297087|64|0|64|0|59|0|0|0|1327.710000|0.000000|1327.710000|0.000000|0.000000
297102|18|32|0|30|13|12|11|0|750.680000|2368.660000|0.000000|752.620000|1255.830000
297115||||20|0|0|0|0||||0.000000|0.000000
297136|70|4|174|42|84|74|72|77|5017.530000|269.020000|11632.820000|5234.370000|4853.390000
297151|3|5|0|24|6|0|0|0|16.600000|46.600000|0.000000|0.000000|0.000000
297169||||5|5|0|0|3||||0.000000|0.000000
297192|1|0|1|9|48|0|0|0|26.000000|0.000000|26.000000|0.000000|0.000000
297204|4|0|4|34|41|0|0|0|238.350000|0.000000|238.350000|0.000000|0.000000
297228|3|0|12|34|23|0|0|0|10.550000|0.000000|500.550000|0.000000|0.000000
297252|2|0|2|37|0|0|0|0|88.550000|0.000000|88.550000|0.000000|0.000000
297279||||33|0|0|0|0||||0.000000|0.000000
297302||||49|0|0|0|0||||0.000000|0.000000
297315|2|2|0|0|0|2|0|0|111.820000|111.820000|0.000000|111.820000|0.000000
297330|4|0|4|6|4|2|0|0|86.280000|0.000000|86.280000|59.450000|0.000000
297346|||||||||||||
297360|24|0|24|56|83|0|0|108|685.850000|0.000000|685.850000|0.000000|0.000000
297380|41|23|18|32|143|0|0|0|846.330000|576.560000|269.770000|0.000000|0.000000
297402||||1|1|0|0|0||||0.000000|0.000000
297419|11|4|9|51|97|0|0|0|631.840000|103.010000|578.830000|0.000000|0.000000
297438|9|0|11|3|0|2|0|299|524.750000|0.000000|548.050000|23.300000|0.000000
297453|7|7|0|12|0|0|0|0|154.490000|154.490000|0.000000|0.000000|0.000000
297481|9|9|0|10|0|0|0|0|525.760000|525.760000|0.000000|0.000000|0.000000
297497|69|0|69|9|8|8|0|1|3173.560000|0.000000|3173.560000|485.080000|0.000000
297521||||9|1|0|0|0||||0.000000|0.000000
297543|51|0|51|18|30|0|0|2|957.040000|0.000000|957.040000|0.000000|0.000000
297554|13|0|13|8|36|0|0|0|199.030000|0.000000|199.030000|0.000000|0.000000
297573|23|0|23|3|25|0|0|8|774.800000|0.000000|774.800000|0.000000|0.000000
297590|27|0|29|11|29|0|0|0|1161.050000|0.000000|1271.050000|0.000000|0.000000
297609|46|46|0|25|48|4|0|15|2475.860000|2475.860000|0.000000|139.410000|0.000000
297621||||20|9|0|0|0||||0.000000|0.000000
297636|11|0|11|226|6|2|0|0|717.500000|0.000000|717.500000|116.140000|0.000000
297648||||1|0|0|0|0||||0.000000|0.000000
297664||||13|0|0|0|0||||0.000000|0.000000
297684|94|0|94|54|2|23|0|0|5466.450000|0.000000|5466.450000|1530.280000|0.000000
297698||||14|0|1|0|0||||6.610000|0.000000
297712|21|85|0|40|41|30|41|0|587.230000|3770.630000|0.000000|1046.210000|2292.610000
297725|40|0|41|5|1|36|1|7|326.380000|0.000000|334.860000|200.230000|8.480000
297740|13|0|13|5|18|0|0|0|739.550000|0.000000|739.550000|0.000000|0.000000
297755|19|19|0|54|0|0|0|0|754.230000|754.230000|0.000000|0.000000|0.000000
297769|||||||||||||
297784|3|3|0|0|0|1|0|0|83.360000|83.360000|0.000000|49.860000|0.000000
297802|40|9|32|105|13|0|0|30|1913.530000|231.960000|1731.570000|0.000000|0.000000
297814||||7|2|0|0|0||||0.000000|0.000000
297839|10|10|0|27|188|0|0|243|1047.150000|1047.150000|0.000000|0.000000|0.000000
297864|24|11|25|134|20|6|5|15|1365.440000|1357.120000|3325.060000|2618.650000|553.190000
